session_date,side,entry,exit,sl,notional_usdt,pnl_usdt_gross,fee_usdt,pnl_usdt,outcome,hold_minutes,wallet_after,entry_ms
2026-05-27,SHORT,176.5856,175.6541,180.1173,1177.4101,6.2113,0.9419,5.2694,win,45.0,2775.6462,1779896760000
2026-05-27,LONG,176.1706,175.2765,172.6472,1179.6496,-5.9869,0.9437,-6.9306,loss,61.0,2768.7156,1779906000000
2026-05-27,SHORT,174.9853,170.977,178.485,1176.7041,26.9545,0.9414,26.0131,win,1084.0,2794.7287,1779910020000
2026-05-28,SHORT,172.7967,170.9971,176.2526,1187.7597,12.3695,0.9502,11.4193,win,7.0,2806.148,1779975360000
2026-05-28,SHORT,171.5641,172.1563,174.9954,1192.6129,-4.1167,0.9541,-5.0708,loss,8.0,2801.0772,1779975960000
2026-05-28,LONG,174.4425,174.0861,170.9537,1190.4578,-2.4325,0.9524,-3.3849,loss,11.0,2797.6923,1779976740000
2026-05-28,LONG,175.8415,175.1475,172.3247,1189.0192,-4.6926,0.9512,-5.6438,loss,8.0,2792.0485,1779977640000
2026-05-28,LONG,177.9269,179.8,174.3684,1186.6206,12.4919,0.9493,11.5426,win,76.0,2803.5911,1779979740000
2026-05-28,SHORT,178.7558,179.9482,182.3309,1191.5262,-7.948,0.9532,-8.9012,loss,13.0,2794.6899,1779986580000
2026-05-28,LONG,180.9482,180.5638,177.3293,1187.7432,-2.5232,0.9502,-3.4734,loss,22.0,2791.2165,1779989760000
2026-05-28,LONG,182.0995,181.2086,178.4575,1186.267,-5.8035,0.949,-6.7525,loss,1082.0,2784.464,1779996480000
2026-05-29,SHORT,181.0883,180.6739,184.71,1183.3972,2.7077,0.9467,1.761,win,5.0,2786.225,1780061460000
2026-05-29,LONG,183.6297,183.9366,179.9572,1184.1456,1.979,0.9473,1.0317,win,9.0,2787.2567,1780062120000
2026-05-29,SHORT,180.3981,180.815,184.0061,1184.5841,-2.7379,0.9477,-3.6856,loss,17.0,2783.5711,1780064580000
2026-05-29,LONG,183.3389,187.2003,179.6721,1183.0177,24.9164,0.9464,23.97,win,17.0,2807.5411,1780066800000
2026-05-29,LONG,186.8592,189.4918,183.1221,1193.205,16.8107,0.9546,15.8561,win,23.0,2823.3972,1780068060000
2026-05-29,LONG,190.9899,190.2557,187.1701,1199.9438,-4.6128,0.96,-5.5728,loss,11.0,2817.8244,1780070940000
2026-05-29,LONG,191.042,190.087,187.2212,1197.5754,-5.9866,0.9581,-6.9447,loss,13.0,2810.8797,1780075980000
2026-05-29,LONG,191.4504,190.3846,187.6214,1194.6239,-6.6502,0.9557,-7.6059,loss,46.0,2803.2738,1780077540000
2026-05-29,SHORT,189.4769,189.1915,193.2664,1191.3914,1.7943,0.9531,0.8412,win,68.0,2804.115,1780080360000
2026-06-01,SHORT,187.9515,178.164,191.7105,1191.7489,62.0599,0.9534,61.1065,win,1.0,2865.2215,1780320600000
2026-06-01,SHORT,184.3195,177.8213,188.0059,1217.7191,42.9307,0.9742,41.9565,win,5.0,2907.178,1780320960000
2026-06-01,SHORT,181.2987,179.9885,184.9246,1235.5506,8.9289,0.9884,7.9405,win,5.0,2915.1185,1780321560000
2026-06-01,SHORT,179.6049,180.3514,183.197,1238.9254,-5.1493,0.9911,-6.1404,loss,18.0,2908.9781,1780322160000
2026-06-01,SHORT,178.081,179.2426,181.6426,1236.3157,-8.0641,0.9891,-9.0532,loss,17.0,2899.9249,1780324260000
2026-06-01,LONG,180.7655,185.0477,177.1502,1232.4681,29.196,0.986,28.21,win,55.0,2928.1349,1780326000000
2026-06-01,SHORT,182.6001,182.0045,186.2521,1244.4573,4.0591,0.9956,3.0635,win,50.0,2931.1984,1780330140000
2026-06-01,LONG,183.2488,185.137,179.5838,1245.7593,12.8363,0.9966,11.8397,win,55.0,2943.0381,1780333620000
2026-06-01,SHORT,183.25,182.4178,186.915,1250.7912,5.6806,1.0006,4.68,win,79.0,2947.7181,1780339080000
2026-06-02,SHORT,181.319,177.9221,184.9453,1252.7802,23.4699,1.0022,22.4677,win,2.0,2970.1858,1780407000000
2026-06-02,SHORT,179.7677,177.1157,183.3631,1262.329,18.6228,1.0099,17.6129,win,6.0,2987.7987,1780407360000
2026-06-02,SHORT,177.9948,176.4403,181.5547,1269.8144,11.0898,1.0159,10.0739,win,20.0,2997.8726,1780407960000
2026-06-02,SHORT,174.9835,173.9102,178.4831,1274.0959,7.8144,1.0193,6.7951,win,25.0,3004.6677,1780409460000
2026-06-02,SHORT,172.914,173.1744,176.3723,1276.9838,-1.9231,1.0216,-2.9447,loss,27.0,3001.723,1780413540000
2026-06-02,LONG,174.2847,174.5523,170.799,1275.7323,1.9592,1.0206,0.9386,win,50.0,3002.6616,1780416600000
2026-06-02,LONG,175.9981,174.6813,172.4782,1276.1312,-9.5483,1.0209,-10.5692,loss,14.0,2992.0924,1780421100000
2026-06-02,SHORT,173.7911,173.9606,177.267,1271.6393,-1.2403,1.0173,-2.2576,loss,99.0,2989.8348,1780423080000
2026-06-02,LONG,174.2225,173.0643,170.738,1270.6798,-8.4471,1.0165,-9.4636,loss,1069.0,2980.3712,1780429260000
2026-06-03,SHORT,172.7558,171.6221,176.2109,1266.6578,8.3124,1.0133,7.2991,win,8.0,2987.6703,1780493460000
2026-06-03,SHORT,171.529,168.961,174.9596,1269.7599,19.0101,1.0158,17.9943,win,42.0,3005.6646,1780494060000
2026-06-03,SHORT,167.1711,165.4027,170.5145,1277.4075,13.5129,1.0219,12.491,win,116.0,3018.1556,1780499040000
2026-06-03,LONG,165.8392,164.7315,162.5224,1282.7161,-8.5678,1.0262,-9.594,loss,91.0,3008.5616,1780508040000
2026-06-03,SHORT,164.7409,164.1528,168.0357,1278.6387,4.5647,1.0229,3.5418,win,1104.0,3012.1034,1780513560000
2026-06-04,SHORT,162.9441,163.6891,166.203,1280.1439,-5.853,1.0241,-6.8771,loss,6.0,3005.2263,1780579860000
2026-06-04,SHORT,162.359,163.4069,165.6062,1277.2212,-8.2433,1.0218,-9.2651,loss,2.0,2995.9612,1780580700000
2026-06-04,LONG,165.0315,164.9994,161.7309,1273.2835,-0.248,1.0186,-1.2666,loss,18.0,2994.6946,1780581720000
2026-06-04,SHORT,163.1416,163.9915,166.4045,1272.7452,-6.6305,1.0182,-7.6487,loss,49.0,2987.0459,1780588200000
2026-06-04,SHORT,162.6217,163.8302,165.8741,1269.4945,-9.4344,1.0156,-10.45,loss,8.0,2976.5959,1780594980000
2026-06-04,LONG,164.2737,165.297,160.9883,1265.0533,7.8796,1.012,6.8676,win,53.0,2983.4635,1780595760000
2026-06-04,LONG,166.177,165.0787,162.8534,1267.972,-8.3799,1.0144,-9.3943,loss,28.0,2974.0692,1780600560000
2026-06-04,SHORT,164.5523,157.9133,167.8433,1263.9794,50.9965,1.0112,49.9853,win,1065.0,3024.0545,1780602480000
2026-06-05,SHORT,161.8419,153.8611,165.0788,1285.2232,63.3773,1.0282,62.3491,win,35.0,3086.4036,1780666560000
2026-06-05,SHORT,153.1845,153.0043,156.2482,1311.7215,1.5432,1.0494,0.4938,win,11.0,3086.8974,1780669320000
2026-06-05,SHORT,152.713,150.7565,155.7672,1311.9314,16.8078,1.0495,15.7583,win,69.0,3102.6557,1780672320000
2026-06-05,SHORT,149.5853,150.2424,152.577,1318.6287,-5.7923,1.0549,-6.8472,loss,5.0,3095.8085,1780677840000
2026-06-05,SHORT,149.1036,149.063,152.0857,1315.7186,0.3583,1.0526,-0.6943,win,62.0,3095.1142,1780682040000
2026-06-05,LONG,149.632,148.9686,146.6394,1315.4235,-5.832,1.0523,-6.8843,loss,15.0,3088.2299,1780686120000
2026-06-05,LONG,150.3034,156.4483,147.2973,1312.4977,53.6593,1.05,52.6093,win,3967.0,3140.8392,1780687440000
2026-06-08,LONG,154.2022,156.0416,151.1182,1334.8567,15.9227,1.0679,14.8548,win,5.0,3155.694,1780925760000
2026-06-08,LONG,155.3772,161.4282,152.2696,1341.1699,52.2302,1.0729,51.1573,win,131.0,3206.8513,1780926360000
2026-06-08,LONG,162.662,161.7654,159.4088,1362.9118,-7.5125,1.0903,-8.6028,loss,44.0,3198.2485,1780935480000
2026-06-08,LONG,163.1171,162.9757,159.8548,1359.2556,-1.1786,1.0874,-2.266,loss,45.0,3195.9825,1780940820000
2026-06-08,SHORT,162.413,158.6189,165.6612,1358.2926,31.7307,1.0866,30.6441,win,1123.0,3226.6266,1780944480000
2026-06-09,SHORT,160.4885,161.7235,163.6982,1371.3163,-10.5531,1.0971,-11.6502,loss,5.0,3214.9764,1781012160000
2026-06-09,LONG,164.1296,163.6998,160.847,1366.365,-3.5778,1.0931,-4.6709,loss,12.0,3210.3055,1781013120000
2026-06-09,SHORT,159.4849,158.2358,162.6746,1364.3798,10.6856,1.0915,9.5941,win,28.0,3219.8996,1781015400000
2026-06-09,SHORT,157.5529,155.4034,160.704,1368.4573,18.6702,1.0948,17.5754,win,38.0,3237.475,1781017320000
2026-06-09,SHORT,154.7005,152.329,157.7945,1375.9269,21.0927,1.1007,19.992,win,31.0,3257.467,1781020440000
2026-06-09,SHORT,152.0205,152.7422,155.0609,1384.4235,-6.5729,1.1075,-7.6804,loss,9.0,3249.7866,1781022420000
2026-06-09,SHORT,150.8267,151.2403,153.8433,1381.1593,-3.7874,1.1049,-4.8923,loss,17.0,3244.8943,1781023260000
2026-06-09,LONG,154.3197,153.6509,151.2333,1379.0801,-5.9768,1.1033,-7.0801,loss,28.0,3237.8142,1781025600000
2026-06-10,SHORT,154.1235,153.468,157.206,1376.071,5.8526,1.1009,4.7517,win,1.0,3242.5659,1781098200000
2026-06-10,LONG,156.379,160.3766,153.2514,1378.0905,35.2291,1.1025,34.1266,win,15.0,3276.6925,1781098560000
2026-06-10,LONG,160.2137,159.7616,157.0095,1392.5943,-3.93,1.1141,-5.0441,loss,5.0,3271.6484,1781099760000
2026-06-10,SHORT,156.7253,157.8528,159.8598,1390.4506,-10.0031,1.1124,-11.1155,loss,6.0,3260.5329,1781104500000
2026-06-10,SHORT,156.3096,157.4496,159.4358,1385.7265,-10.1065,1.1086,-11.2151,loss,11.0,3249.3178,1781110080000
2026-06-10,SHORT,155.8784,156.2198,158.996,1380.9601,-3.0247,1.1048,-4.1295,loss,18.0,3245.1883,1781112600000
2026-06-10,SHORT,155.1021,154.5264,158.2041,1379.205,5.119,1.1034,4.0156,win,48.0,3249.2039,1781117160000
2026-06-11,LONG,155.7408,155.0694,152.626,1380.9117,-5.9525,1.1047,-7.0572,loss,1.0,3242.1467,1781184600000
2026-06-11,LONG,155.9103,155.3968,152.7921,1377.9123,-4.5381,1.1023,-5.6404,loss,5.0,3236.5063,1781184960000
2026-06-11,LONG,156.283,157.3114,153.1574,1375.5152,9.0508,1.1004,7.9504,win,20.0,3244.4567,1781185560000
2026-06-11,SHORT,154.0857,155.111,157.1674,1378.8941,-9.1756,1.1031,-10.2787,loss,5.0,3234.178,1781190060000
2026-06-11,SHORT,153.2615,153.7906,156.3268,1374.5256,-4.7446,1.0996,-5.8442,loss,29.0,3228.3338,1781197140000
2026-06-11,LONG,155.203,158.6506,152.0989,1372.0419,30.4775,1.0976,29.3799,win,33.0,3257.7137,1781199060000
2026-06-11,LONG,159.6492,158.7994,156.4563,1384.5283,-7.3705,1.1076,-8.4781,loss,7.0,3249.2356,1781201700000
2026-06-11,LONG,160.0723,160.5155,156.8709,1380.9251,3.8235,1.1047,2.7188,win,40.0,3251.9544,1781205300000
2026-06-12,SHORT,159.3998,156.0686,162.5878,1382.0806,28.8829,1.1057,27.7772,win,11.0,3279.7316,1781271000000
2026-06-12,SHORT,157.1601,158.135,160.3033,1393.8859,-8.647,1.1151,-9.7621,loss,5.0,3269.9695,1781271960000
2026-06-12,LONG,160.7367,159.8608,157.522,1389.737,-7.5732,1.1118,-8.685,loss,1.0,3261.2845,1781272800000
2026-06-12,LONG,162.1522,162.073,158.9092,1386.0459,-0.6774,1.1088,-1.7862,loss,13.0,3259.4983,1781274600000
2026-06-12,LONG,163.0725,164.1958,159.8111,1385.2868,9.5423,1.1082,8.4341,win,24.0,3267.9324,1781275920000
2026-06-12,SHORT,160.8575,159.7478,164.0747,1388.8713,9.5811,1.1111,8.47,win,24.0,3276.4024,1781279340000
2026-06-12,SHORT,159.7131,160.7558,162.9074,1392.471,-9.0913,1.114,-10.2053,loss,58.0,3266.1971,1781284380000
2026-06-12,LONG,161.0369,160.6842,157.8161,1388.1338,-3.0404,1.1105,-4.1509,loss,74.0,3262.0462,1781289180000
2026-06-12,SHORT,160.2923,161.0482,163.4982,1386.3696,-6.5373,1.1091,-7.6464,loss,3936.0,3254.3998,1781294040000
2026-06-15,LONG,161.5518,170.7926,158.3208,1383.1199,79.1151,1.1065,78.0086,win,7.0,3332.4084,1781530260000
2026-06-15,LONG,166.6071,170.3165,163.275,1416.2736,31.5319,1.133,30.3989,win,10.0,3362.8073,1781530860000
2026-06-15,LONG,169.8223,170.505,166.4259,1429.1931,5.7448,1.1434,4.6014,win,6.0,3367.4087,1781531760000
2026-06-15,LONG,172.0694,171.3085,168.628,1431.1487,-6.3289,1.1449,-7.4738,loss,8.0,3359.9349,1781534640000
2026-06-15,LONG,172.1548,173.0445,168.7117,1427.9723,7.38,1.1424,6.2376,win,76.0,3366.1725,1781536980000
2026-06-15,SHORT,172.2461,170.4024,175.6911,1430.6233,15.3135,1.1445,14.169,win,1236.0,3380.3415,1781542440000
2026-06-16,LONG,170.8471,172.1517,167.4302,1436.6451,10.97,1.1493,9.8207,win,4.0,3390.1622,1781616720000
2026-06-16,LONG,172.0621,172.489,168.6209,1440.8189,3.5742,1.1527,2.4215,win,10.0,3392.5837,1781617260000
2026-06-16,SHORT,168.6209,168.6485,171.9933,1441.8481,-0.2357,1.1535,-1.3892,loss,15.0,3391.1945,1781619780000
2026-06-16,SHORT,167.22,168.3763,170.5644,1441.2577,-9.9659,1.153,-11.1189,loss,5.0,3380.0756,1781621940000
2026-06-16,LONG,170.377,169.4336,166.9694,1436.5321,-7.9541,1.1492,-9.1033,loss,10.0,3370.9723,1781624100000
2026-06-16,LONG,170.5587,171.7946,167.1475,1432.6632,10.3809,1.1461,9.2348,win,16.0,3380.2071,1781626800000
2026-06-16,LONG,172.2687,171.0109,168.8234,1436.588,-10.4895,1.1493,-11.6388,loss,10.0,3368.5683,1781628120000
2026-06-16,LONG,171.4875,171.6557,168.0578,1431.6415,1.4038,1.1453,0.2585,win,74.0,3368.8268,1781632920000
2026-06-16,SHORT,170.0879,167.207,173.4896,1431.7514,24.2501,1.1454,23.1047,win,1059.0,3391.9315,1781639520000
2026-06-17,SHORT,168.75,172.125,172.125,1441.5709,-28.8314,1.1533,-29.9847,loss,4.0,3361.9468,1781703360000
2026-06-17,SHORT,167.8516,168.6182,171.2086,1428.8274,-6.5258,1.1431,-7.6689,loss,4.0,3354.2779,1781707620000
2026-06-17,LONG,172.0327,171.5366,168.592,1425.5681,-4.1105,1.1405,-5.251,loss,20.0,3349.0269,1781711280000
2026-06-17,LONG,173.3613,172.241,169.8941,1423.3364,-9.1985,1.1387,-10.3372,loss,4.0,3338.6897,1781713680000
2026-06-17,LONG,173.5788,172.4493,170.1072,1418.9431,-9.2336,1.1352,-10.3688,loss,11.0,3328.3209,1781717160000
2026-06-17,LONG,173.8163,172.5683,170.34,1414.5364,-10.1565,1.1316,-11.2881,loss,7.0,3317.0328,1781718780000
2026-06-17,SHORT,171.8502,170.4024,175.2872,1409.7389,11.8765,1.1278,10.7487,win,6.0,3327.7815,1781719260000
2026-06-17,SHORT,170.5328,171.2491,173.9435,1414.3071,-5.9405,1.1314,-7.0719,loss,17.0,3320.7096,1781720040000
2026-06-17,LONG,173.1322,172.8262,169.6696,1411.3016,-2.4943,1.129,-3.6233,loss,17.0,3317.0863,1781721540000
2026-06-17,SHORT,170.2533,166.2696,173.6584,1409.7617,32.9867,1.1278,31.8589,win,1100.0,3348.9452,1781723400000
2026-06-18,SHORT,164.7643,165.4834,168.0596,1423.3017,-6.2118,1.1386,-7.3504,loss,3.0,3341.5948,1781790180000
2026-06-18,LONG,168.564,168.521,165.1927,1420.1778,-0.3627,1.1361,-1.4988,loss,5.0,3340.096,1781794620000
2026-06-18,SHORT,165.6095,164.6165,168.9217,1419.5408,8.512,1.1356,7.3764,win,46.0,3347.4724,1781795940000
2026-06-18,SHORT,163.4817,163.5178,166.7514,1422.6758,-0.3134,1.1381,-1.4515,loss,43.0,3346.0209,1781801340000
2026-06-18,SHORT,162.6699,162.0562,165.9233,1422.0589,5.3656,1.1376,4.228,win,13.0,3350.2489,1781806140000
2026-06-18,LONG,162.6247,163.3328,159.3722,1423.8558,6.1996,1.1391,5.0605,win,24.0,3355.3094,1781811300000
2026-06-22,LONG,164.0397,173.2925,160.7589,1426.0065,80.4352,1.1408,79.2944,win,21.0,3434.6038,1782135000000
2026-06-22,LONG,171.8103,175.0384,168.3741,1459.7066,27.426,1.1678,26.2582,win,6.0,3460.862,1782136560000
2026-06-22,LONG,174.3228,173.5008,170.8363,1470.8663,-6.9354,1.1767,-8.1121,loss,6.0,3452.7499,1782137160000
2026-06-22,SHORT,167.3093,166.5014,170.6554,1467.4187,7.0851,1.1739,5.9112,win,15.0,3458.6611,1782139500000
2026-06-22,SHORT,165.3611,166.6022,168.6684,1469.931,-11.0325,1.1759,-12.2084,loss,8.0,3446.4527,1782141420000
2026-06-22,SHORT,165.3484,165.6749,168.6553,1464.7424,-2.8925,1.1718,-4.0643,loss,27.0,3442.3884,1782145380000
2026-06-22,SHORT,164.2011,165.2414,167.4851,1463.0151,-9.2691,1.1704,-10.4395,loss,45.0,3431.9489,1782147900000
2026-06-22,SHORT,164.5983,164.5459,167.8902,1458.5783,0.4639,1.1669,-0.703,win,64.0,3431.2459,1782153960000
2026-06-22,LONG,164.923,163.809,161.6245,1458.2795,-9.8503,1.1666,-11.0169,loss,1056.0,3420.229,1782158040000
2026-06-23,SHORT,163.5978,158.4374,166.8697,1453.5973,45.8506,1.1629,44.6877,win,5.0,3464.9167,1782221460000
2026-06-23,SHORT,160.8045,161.3102,164.0205,1472.5896,-4.6318,1.1781,-5.8099,loss,7.0,3459.1068,1782222060000
2026-06-23,SHORT,158.8614,160.1309,162.0386,1470.1204,-11.7481,1.1761,-12.9242,loss,12.0,3446.1826,1782227880000
2026-06-23,LONG,161.1361,160.1485,157.9134,1464.6276,-8.9767,1.1717,-10.1484,loss,8.0,3436.0342,1782230820000
2026-06-23,SHORT,158.9773,159.2842,162.1568,1460.3145,-2.8188,1.1683,-3.9871,loss,41.0,3432.0471,1782232800000
2026-06-23,LONG,159.9697,159.2358,156.7703,1458.62,-6.6914,1.1669,-7.8583,loss,16.0,3424.1888,1782236100000
2026-06-23,SHORT,158.1607,158.5483,161.3239,1455.2802,-3.5669,1.1642,-4.7311,loss,49.0,3419.4577,1782239940000
2026-06-24,SHORT,157.2431,158.0947,160.388,1453.2695,-7.8707,1.1626,-9.0333,loss,2.0,3410.4244,1782307800000
2026-06-24,SHORT,156.9142,154.8187,160.0525,1449.4304,19.3561,1.1595,18.1966,win,8.0,3428.621,1782308280000
2026-06-24,SHORT,154.891,154.0627,157.9888,1457.1639,7.7921,1.1657,6.6264,win,16.0,3435.2474,1782309060000
2026-06-24,SHORT,152.9723,153.2563,156.0318,1459.9801,-2.7103,1.168,-3.8783,loss,9.0,3431.3691,1782310380000
2026-06-24,SHORT,152.3574,149.688,155.4045,1458.3319,25.5508,1.1667,24.3841,win,112.0,3455.7532,1782317040000
2026-06-24,LONG,150.7534,151.1709,147.7383,1468.6951,4.0671,1.175,2.8921,win,25.0,3458.6453,1782324900000
2026-06-25,LONG,151.3822,151.2403,148.3545,1469.9243,-1.3774,1.1759,-2.5533,loss,1.0,3456.092,1782394200000
2026-06-25,SHORT,149.1974,146.3616,152.1814,1468.8391,27.9183,1.1751,26.7432,win,13.0,3482.8352,1782394680000
2026-06-25,SHORT,146.0751,145.2931,148.9966,1480.205,7.9241,1.1842,6.7399,win,5.0,3489.5751,1782395760000
2026-06-25,SHORT,145.8948,146.1197,148.8127,1483.0694,-2.286,1.1865,-3.4725,loss,11.0,3486.1026,1782400320000
2026-06-25,LONG,147.5023,146.7862,144.5523,1481.5936,-7.1929,1.1853,-8.3782,loss,11.0,3477.7244,1782403800000
2026-06-25,SHORT,145.5711,145.5048,148.4825,1478.0329,0.673,1.1824,-0.5094,win,88.0,3477.215,1782405180000
2026-06-25,SHORT,143.777,143.8718,146.6525,1477.8164,-0.975,1.1823,-2.1573,loss,17.0,3475.0577,1782412500000
2026-06-25,SHORT,142.839,142.7227,145.6958,1476.8995,1.202,1.1815,0.0205,win,58.0,3475.0782,1782414060000
2026-06-26,SHORT,141.6438,140.2229,144.4767,1476.9082,14.8156,1.1815,13.6341,win,1.0,3488.7123,1782480600000
2026-06-26,LONG,143.8708,146.6771,140.9934,1482.7027,28.9215,1.1862,27.7353,win,18.0,3516.4476,1782481380000
2026-06-26,LONG,147.3676,148.1453,144.4203,1494.4902,7.8862,1.1956,6.6906,win,41.0,3523.1382,1782486600000
2026-06-26,LONG,149.1135,148.0957,146.1312,1497.3337,-10.2204,1.1979,-11.4183,loss,8.0,3511.7199,1782489600000
2026-06-26,LONG,149.6989,148.6909,146.7049,1492.481,-10.0496,1.194,-11.2436,loss,14.0,3500.4763,1782493440000
2026-06-26,SHORT,147.9412,147.4502,150.9,1487.7024,4.9372,1.1902,3.747,win,61.0,3504.2233,1782498240000
2026-06-26,LONG,148.0027,147.1434,145.0427,1489.2949,-8.6476,1.1914,-9.839,loss,8.0,3494.3843,1782502380000
2026-06-26,SHORT,146.4351,147.5712,149.3638,1485.1133,-11.5223,1.1881,-12.7104,loss,4.0,3481.6739,1782503400000
2026-06-26,LONG,148.9535,150.5658,145.9744,1479.7114,16.0165,1.1838,14.8327,win,3935.0,3496.5066,1782503820000
2026-06-29,LONG,150.2879,149.4349,147.2821,1486.0153,-8.4345,1.1888,-9.6233,loss,5.0,3486.8833,1782740160000
2026-06-29,LONG,149.3795,148.6214,146.3919,1481.9254,-7.5204,1.1855,-8.7059,loss,16.0,3478.1774,1782749040000
2026-06-29,LONG,149.3875,150.2186,146.3998,1478.2254,8.2233,1.1826,7.0407,win,19.0,3485.2181,1782752640000
2026-06-29,LONG,150.7996,150.04,147.7836,1481.2177,-7.4609,1.185,-8.6459,loss,13.0,3476.5722,1782753960000
2026-06-29,LONG,151.2041,151.53,148.18,1477.5432,3.185,1.182,2.003,session_close,61.0,3478.5752,1782759540000
